Head Word,HomonymNumber,WordClass,SenseNumber,Definition,Origin,Register,Register2,Domain,Flag,Region,See,Pronunciation,Notes
jerryrumble,,verb,,,,,,[none],,[none],,,
jersey fern,,noun,,<i>Anogramma</i> (formerly<i> Gymnogramme) leptophylla.</i>,[none],,,[none],,[none],,,
Jerusalem cherry,,noun,,"an introduced shrub, related to poroporo, bearing poisonous berries, scarlet or orange when ripe.",[none],,,[none],,[none],,,
Jessie's dream,,noun,,methylated spirits as a drink,[none],,,[none],,[none],,,
Jesus Christ bird,,noun,,storm petrel (from its apparent ability to `walk' on water).,[none],,,[none],,[none],,,"Cf dancing dolly, skipjack, cf JC bird"
JET,,abbreviation,1,[Jersey Elite Testing] a centralised breeding scheme to provide a national herd of elite Jersey breeding stock.,acronym,,,Rural,Farm Words,[none],,,
Jetbet,,noun,,a randomly-picked machine bet race selection,,,,[none],,[none],,,
jetboat,,noun,,,[none],,,[none],,[none],,,
jetboater,,noun,,someone using a jetboat,,,,[none],,[none],,,
jetboating,,adjective,,,[none],,,[none],,[none],,,
jetsprint/jetsprinting,,noun,,sport featuring lightweight jetboats racing around a course.,[none],,,[none],,[none],,,
jetter,,noun,,"The part of the milking equipment that holds the teat cups and connects the airline to the milk line for flushing (ie., washing).",,,,[none],,[none],,,farming)
Jew's ear,,noun,,"an edible tree-fungus, once a commercial export to China.",[none],,,[none],,[none],,,
Jew-jube,,noun,,,[none],,,[none],,[none],,,transferred use of jujube?
jewel,,noun,,,,,,[none],,[none],,,
jewel bag,,noun,,underpants,[none],,,[none],,[none],,,
jewel bird,,noun,,silvereye,[none],obsolete,,[none],,[none],,,(rare)
jewelfish,,noun,,lanternfish.,,,,[none],,[none],,,
jewelled gecko,,noun,,"an attractive gecko of widely varying colours and patterns; main populations are in Otago and Banks Peninsula, and east side of Southern Alps.",[none],,,Environment,,[none],,,"<i> Naultinus gemmeus </i>, aka Otago jewelled gecko"
jeweller's shop,,noun,,,[none],,,[none],,[none],,,(goldminers')
jewfish,,noun,,,,,,[none],,[none],,,Cf jew; =hapuku
Jewish juke box,,noun,,a parking meter,[none],,,[none],,[none],,,
jib,,noun,,a horse that jibs,[none],,,[none],,[none],,,
jib-stacker,,noun,,,,,,[none],,[none],,,
jif,,verb,,to clean ((as)with Jif cleaner),[none],,,[none],,[none],,,
jig,,verb,,,[none],,,[none],,[none],,,(coalminers')
jig chain,,noun,,,[none],,,[none],,[none],,,(coalminers') ?should this be JIG or JOG CHAIN
jig,,noun,,,[none],,,[none],,[none],,,
jig,,noun,2,,[none],,,[none],,[none],,,
jig,,noun,3,,[none],,,[none],,[none],,,
jig-prop,,noun,,,,,,[none],,[none],,,(coalminers')
jigaboo,,noun,,a Black person,[none],offensive,,[none],,[none],,,Maori context below; spelling above as in ODE
jigger,,noun,,,,,,[none],,[none],,,
jigger chop,,noun,,,[none],,,[none],,[none],,,(axemen's) (cf JIGGER N3)
jigger,,noun,,jigger-board,,,,[none],,[none],,,
jigger,,noun,,A squid fisherman who uses a jig to catch squid.,,,,[none],,[none],,,
jigger,,noun,,,,,,[none],,[none],,,
jigger,,noun,,"?Usu. pl.: nits, ?hoppers.",,,,[none],,[none],,,
jigger,,noun,,,,,,[none],,[none],,,
jigger,,noun,,,[none],,,[none],,[none],,,rail
jigger,,noun,,Something that moves by jigging along.,,,,[none],,[none],,,"(railwaymen's): R. Mason notes (p.c.); came across but did not note different terms used for this in England and the U.S.. Jigger invariably used in NZ; CC Ransom notes: The US layman's term is hand-car, but most have motors now; and the railwaymen's term is doubtless something shorter. Contrast trolley."
jigger,,noun,,A frame on wheels to carry wounded.,,,,[none],,[none],,,
jigger,,noun,,,,,,[none],,[none],,,
jigger,,noun,,,,,,[none],,[none],,,
jigger,,noun,,A? hand-truck.,,,,[none],,[none],,,
jigger,,noun,,"Here the ref. is to an old motorbike and side-car, prob. a gen. but obsolesc. colloquial term (cf buzzer), and not to the rail jigger.",,,,[none],,[none],,,
jigger,,noun,,Any handy implement or instrument Gen. sense `thingummyjig'.,,,,[none],,[none],,,ca1938 a crowbar; a jemmy (P.W.D.)
jigger,,noun,,,,,,[none],,[none],,,ca 1951 R. Gilberd Letter. A theodolite is sometimes referred to as an instrument but more often as a `jigger'.
jigger-board,,noun,,,,,,[none],,[none],,,(bushmen's and axemen's)
jigger-stick,,noun,,,[none],,,[none],,[none],,,
jiggering around,,noun,,"fiddling, tampering",[none],,,[none],,[none],,,
jiggerman,,noun,,A person who travels by jigger n1..,,,,[none],,[none],,,(railwaymen's)
jigging,,noun,,dressing ores,[none],,,[none],,[none],,,
jiggy-jag,,noun,,,[none],,,[none],,[none],,,
Jill,,noun,,a woman,[none],,,[none],,[none],,,
Jill Shepherd,,noun,,,[none],,,[none],,[none],,,
jim,,noun,,short for Jimmy o'goblin q.v.,[none],,,[none],,[none],,,
jim bream,,noun,,,[none],,,[none],,[none],,,
Jim Crow gold,,noun,,,[none],,,[none],,[none],,,
jim,,noun,,Jemima.,[none],,,[none],,[none],,,"ca1890 Jane Morison, house-maids in Blenheim hotels ca1935 familiar or euphemistic"
jim,,noun,3,,[none],,,[none],,[none],,,
Jim's Bank,,noun,,"a 'people's bank' proposed by Jim Anderton, Deputy Prime Minister, in 1999 (established as Kiwibank)",[none],,,[none],,[none],,,also as Jimmy's Bank in 2000 cit.
Jimmy,,noun,,a new chum (abbrev. of Jimmy Grant).,[none],,,[none],,[none],,,
Jimmy Allen's Art Union,,noun,,WWI ballot for overseas service (ironic),[none],,,[none],,[none],,,
jimmy bird,,noun,,,[none],,,[none],,[none],,,(local)
jimmy canyon,,noun,,red scorpionfish,[none],,,[none],,[none],,,
