Head Word,Date,Source,Author,Vol / Page,Edition,Quote,Notes
yellow kowhai,1889,Art Album NZ Flora,FEATON,117,,"SOPHORA TETRAPTERA (<i>Aiton.</i>) ... The `YELLOW KOWHAI'.- ... The wood of the `Kowhai' closely resembles the European `Laburnum', and possesses great strength. <i>Ibid.</i> 177 Kowhai [Maori name] .. Yellow Kowhai [Settlers' name] .. Sophora Tetraptera .. Tree",
yellow kowhai,1902,My NZ Garden,WHITE,92,,"The New Zealand Laburnum (<i>Sophora tetraptera</i>, (Yellow Kowhai) is a splendid deep yellow, with much larger flowers and calix than the English Laburnum.",
yellow kowhai,1907,Plants of NZ,LAING & BLACKWELL,212,"1940, p. 221",<i>Sophora tetraptera (The Yellow Kowhai) </i>,
yellow kowhai,1908,AJHR,COCKAYNE,C-14,,(And),Report on a Botanical Survey of Waipoua Kauri Forest
yellow kowhai,"Jul 29, 1919",Personal Communication,W. BEST,,,"Vernacular names used by settlers supplied by W.Best, Otaki (And) yellow kowhai",
yellow kowhai,1926,TrNZI,,670,,,Andersen Popular Names 5 entries mainly scientific
yellow lucerne,1926,Weeds of New Zealand,HILGENDORF,109,1967,"MELILOT (<i> Melilotus </i> spp.) is called also sweet clover, Bokhara clover, and yellow lucerne. ... It is annual or biennial, grows 2 or 3 feet high, with stiff erect branching stems.",
yellow mistletoe,1907,Plants of NZ,LAING & BLACKWELL,142,1940 .p. 148,<i>Elytranthe flavida (The Yellow Mistletoe)</i>. [1907 <i>Loranthus flavidus</i>],
yellow mistletoe,1908,AJHR,,,,<i>Loranthus flavidus</i> yellow mistletoe,Cockayne Report on a Botanical Survey of the Tongariro National Park (And)
yellow mistletoe,1909,AJHR,,C-11,,<i>Loranthus flavidus</i> yellow mistletoe,Turner Botanical Examination of the Higher Waimarino District in AJHR C-11
yellow mistletoe,1961,Flora NZ,MARTIN,152,1929,... a yellow or orange-flowered species <i>(E[lytranthe] flavida)</i> known as YELLOW MISTLETOE is abundant in beech forest south from East Cape.,
yellow mistletoe,Sep 2002,NZ Geographic,,No. 59/89,,"Yellow mistletoe, <i>Alepis flavida</i>, has small yellow-orange flowers 2-3 cm long. It tends to grow further out from the host trunk than the other beech mistletoe species, and its leaves have a faint red margin.",
yellow moray,1986,NZ Fishes: An Identification Guide,PAUL,47,,<i> Yellow moray Gymnothorax prasinus </i> The commonest and most widespread New Zealand species.,
yellow moray,"May 24, 2003",Dominion Post,,F8,,We are in the territory of one of Goat Island's resident yellow moray eels.,
yellow mountain lily,1885,NZ Country Journal,,,,(And) <i> Ranunculus Godleyanus </i> yellow mountain lily,
yellow mountain lily,1889,Art Album NZ Flora,FEATON,,,(And) <i> Ranunculus Godleyanus </i> yellow mountain lily,
yellow peril,Dec 2003,NZ Memories,,No. 45/55,,"With visions of the colony being overtaken by the ""Yellow Peril"" or ""Mongolian Horde"", the government, in 1881, passed a law making Chinese migrants pay a poll tax of GBP10 before they could enter New Zealand.",
yellow peril,"May 17, 1913",NZ Bulletin,,15,,The yellow peril doesn't worry the average man.... He continues to patronise the Chow fruiterers and the Chow vegetable grower and the Chow laundry.,
yellow peril,"Jul 11, 2001",Capital Times,,2,,"Let one Asian in, the argument went, and it would be only as matter of time before our Western civilisation was swamped by an alien tide. There was a name for this horrendous prospect. It was called ""the yellow peril"".",
yellow peril,"Jun 12, 1982",Listener (New Zealand Listener),,102,,"Although he cuts off his examination with the achievement of Dominion status in 1907 and the growth of our new phobia, the Yellow Peril, Barratt maintains that our Russophobia was only hibernating until the arrival of the new Soviet spring.",
yellow peril,1988,"Dictionary of Kiwi Slang, A",McGILL,127,,Yellow Peril the Chinese Communists perceived by xenophobic antipodeans as imminent invaders.,
yellow pine,1976,Clyde on the Dunstan,VEITCH,17,,"Waggoners used wood substitutes for fuel for cooking during the journey from Central to Dunedin. `Buffalo chips' (dried dung), `yellow pine' (straw), or `kaladdies' (the flower and stem of flax) were burned in a can which was hung behind the waggon.",
yellow pine,1981,Aspiring Settlers,ANGUS,61,,"On the treeless terraces of the Upper Clutha, the wagoners' campfires burned with such unusual fuels as 'buffalo chips' or dried dung, 'yellow pine' or straw and 'kaladdies' or flax stalks.",
yellow pine,1838,New Zealand  (Polack),POLACK,1/105,,"There is scarcely a more splendid sight to behold than a New Zealand forest. In the one we now entered, we did not perceive any kouri, or yellow pine-trees; but the totara [a's-acute], or red pine, grew in vast abundance. ... The rito, and innumerable other palm-trees, were in great quantity. <i>Ibid.</i> 2/387 The tree which has hitherto attracted most attention has been the <i>Kauri or yellow pine </i>(pinus Australis) g. coniferae; ... <i>Ibid.</i> 2/388 Cook made this valuable timber known, no attempt was made to secure a cargo till 1820, when the store ships `Dromedary and Coromandel', werre sent expressly from England, and a small vessel, the `Prince Rupert', from Sydney. Few kauri spars were secured, their lading consisting principally of the inferior white pine kahikatea, and this injured the name of the kauri.'",
yellow pine,1840,Manners & Customs of the NZers,POLACK,,,,(And)
yellow pine,1857,New Zealand (various authors/titles),HURSTHOUSE,1/140,,1.Kauri. - Yellow Pine,
yellow pine,1877,TrNZI,,390,,This species [<i>D. colensoi</i> is the yellow pine or tar wood of the Otago settlers,(Otago)
yellow pine,1909,AJHR,,,,<i>Dacrydium intermedium</i> yellow-pine,(And) Cockayne Report on a Botanical Survey of Stewart Island
yellow pine,1910,NZ Plants,COCKAYNE,41,,"... the Westland pine (<i>Dacrydium Colensoi</i>) the <i>D. Westlandium</i> of the `Forest Flora' [Kirk], and the yellow-pine (<i>S.[check = ??D.] intermedium</i>).",
yellow pine,1936,Agricultural Organization in NZ,,578,,"The chief indigenous trees of commercial value are: Kauri (<i>Agathis Australis</i>), Kahikatea or white pine (<i>Podocarpus dacrydioides</i>),.. yellow pine or silver pine ...",
yellow pine,1940,Rakiura,HOWARD,xviii,,".. in damp and boggy situations they are displaced by the Yellow Pine (<i>Dacridium</i> [sic] <i>Intermedium</i>), which is usually accompanied by huge cushions of moss and liverwort.",
yellow pine,1951,Grasslands of NZ,LEVY,88 [Table 1],,"Yellow pine (c) <i>D. biforme </i> <i>Ibid.</i>91 ... the name `pines', [92] which is loosely applied to our podocarps, that is white pine (<i>Podocarpus dacrydioides</i>), red pine (<i>Dacrydium cupressinum</i>), and yellow pine (<i>Dacrydium intermedium</i>).","note Biformis usually the Pink pine. See http://rsnz.natlib.govt.nz/volume/rsnz_56/rsnz_56_00_008370.html [view images, page 686] Also see http://www.teara.govt.nz/en/conifers/1/1"
yellow pine,1872,Catalogue of the Colonial and Vienna Exhibition,,,,yellow pine,"(And) NB <i>Halocarpus biformis</i>, previously <i>Dacrydium biforme</i>, is known as the Pink pine. See http://rsnz.natlib.govt.nz/volume/rsnz_56/rsnz_56_00_008370.html view image, page 686. Also http://www.teara.govt.nz/en/conifers/1/1"
yellow pine,1906,Manual NZ Flora,CHEESEMAN,653,,"<i>D[acrydium] biforme, Pilger</i> ... Mountain districts ... <i>Yellow-pine; Tar-wood.</i> This is for the most part the <i>D. Colensoi</i>the [Hooker] Flora ...",
yellow pine,1889,"Catalogue, Canterbury Court Exhibition",,52,,"<i>Silver or Westland Pine, Manoao (Dacrydium Westlandicum)</i>. - Height, 40 feet to 50 feet. <i>Yellow Pine (Dacrydium Intermedium)</i> Height, 40 feet. ... The timber is of a reddish yellow ...",
yellow pine,1961,Puborama,MACKAY,95,,"In the rip-roaring times of the King Country, Matai beer was a favourite with those who were strong enough and tough enough to drink it. It went out of favour when `cruisers' for the various timber mills complained that much good yellow pine was being ruined through the number of deep axe cuts and even auger holes in the standing trees, made to let the potent juice run into waiting pannikins or buckets.",
yellow pine,"Sep 13, 1851",Nelson Examiner and New Zealand Chronicle,,1,,"FOUND, about a fornight since, on the Flats, near the mouth of hte Waimea river, a quantity of SAWN TIMBER,consisting of 16 feet plank, 10 by 4, &c. Also one Spar of yellow pine, with an augur-hole at the small end.",
yellow pine,"Aug 16, 1882",Feilding Star,,2,,YELLOW PINE TIMBER We have had the pleasure of inspecting a portion of a cargo of yellow pine in the timber yards of Messrs P. and J. Bartholomew.,
yellow pine,1889,Fleurs Sauvages,HETLEY & RAOUL,,,<i>Dacrydium Colensoi</i> yellow pine,(And)
yellow pine,1883,Handbook of New Zealand,HECTOR,124,,"<i>Dacrydium colensoi</i> , Hook. Manoao, Yellow-pine.--A very ornamental tree, 20-80 feet high. Wood light yellow.",
yellow pine,1905,Tree Culture in NZ,MATTHEWS,,,"<i>Dacrydium Colensoi</i> yellow-pine *Matthews in MNZ is quoting Blair, TrNZI (And) 9, 1877, but inserts the hyphen - yellow-pine instead of yellow pine: he has also inserted the hyphen in red-birch, silver-pine and white-birch.",(And) *
yellow pine,"Nov 4, 1857",Nelson Examiner and New Zealand Chronicle,,2,,"For sale, a few Yellow Pine Planks, 14 and 12 feet lengths, 2 feet wide ...",
yellow silver pine,"Sep 5, 1906",Otago Witness,,17,,"During an extended visit to Westland and Southern Nelson particular attention was given to the possibility of regenerating the silver pine (Dacrydium Colensoi - erroneously called D. Westlandicum in Kirk's ""forest Flora"") - and yellow silver pine (Dacrydium intermedium).",
yellow silver pine,1902,"Settler's Handbook of NZ, The",,120,,[Native name] Manoao .. [Settlers' name] Yellow silver-pine .. [Family] Coniferae,1886 T.Kirk in 1902 Settler's Handbook of NZ 120
yellow silver pine,1890,PWD Catalogue of Timbers,,13,,"Pine, yellowish silver .. Dacrydium intermedium .. Timber reddish yellow, of great durability; ...",
yellow silver pine,1894,NZ Official Yearbook,,330,,"Westland silver-pine. yellow silver-pine, and quintinia, although not peculiar to Westland, are more abundant there than in any other part of the colony; while the southern rata, which extends to Stewart Island, is especially plentiful in the Tautuku Forest, ...",(T. Kirk)
yellow silver pine,1902,"Settler's Handbook of NZ, The",,119,,"The Westland silver-pine, yellow silver-pine, and quintinia, although not peculiar to Westland, are more abundant there than in any other part of the colony;",
yellow silver pine,1909,AJHR,,,,<i>Dacrydium intermedium </i> yellow silver-pine,1909 Cockayne Report on a Botanical Survey of Stewart Island (And)
yellow silver pine,1905,Tree Culture in NZ,MATTHEWS,,,<i>Dacrydium intermedium </i> yellow silver-pine,(And)
yellow silver pine,1906,Manual NZ Flora,CHEESEMAN,655,,"<i>D[acrydium] intermedium, T.Kirk ... Mountain-pine; Yellow Silver-pine.</i> Wood reddish-yellow, highly resinous ...; largely used in Westland (together with <i>D. Colensoi</i> [Silver-pine, Manoao]) for railway sleepers, ... &c.",
yellow silver pine,1982,Stewart Island Plants,WILSON,48,,<i>Dacrydium intermedium </i> YELLOW SILVER PINE ... Small tree up to 9m. ... Foliage distinctive yellow-green ... (=<i>Lepidothamnus intermedius</i>).,
yellow silver pine,1988,Forest Vines to Snow Tussocks,DAWSON,40,,"...a group of conifers formerly included in <i>Dacrydium</i>; silver pine (<i>Lagarostrobos colensoi</i>), yellow silver pine (<i>Lepidothamnus intermeius</i>), bog pine (<i>Halocarpus bidwilli), H.biformis </i>and manoao (<i>H. kirkii</i>).",
yellow silver pine,1981,Paparoas Guide,DENNIS,159,,"<i>In less fertile places stunted rimu is regularly joined by ... silver pine</i> (<i>Dacrydium colensoi</i>), yellow silver pine (<i>D. intermedium</i>), and mountain toatoa (<i>Phyllocladus alpinus</i>).",
yellow silver pine,"Aug 7, 1877",West Coast Times,,2,,"Another timber related to the [Westland silver pine] is also valued for its extreme durability, and is known as yellow silver pine.",
yellow tree daisy,1990,Tramping in South Island Forest Parks,,178,,"The yellow tree daisy <i>Traversii baccharoides</i> is particularly abundant in this area, though generally it has a very limited distribution and does not occur south of the Waimakariri River.",
yellow tussock,"Nov 23, 1874",Timaru Herald,,4,,"The silica in clay soils, by its density and strength, gives birth to the white and yellow tussock, which shelters the sheep, keeps down dust, and brushes off any sand that may by friction make the wool tender.",
yellow tussock,"Aug 11, 1883",Otago Witness,,13,,On the Ardmore Estate hundreds of acres are now black which used to glisten under the yellow tussock.,
yellow tussock,"Jun 5, 1901",Otago Witness,,60,,"A world of yellow tussocks on either hand; grey skies above, and between earth and sky a flight of white-breasted seagulls going home.",
yellow tussock,"Sep 16, 1910",Ashburton Guardian,,4,,"The higher country, above the bush-clad valleys, looks fine healthy sheep-grazing land, with an abundance of yellow tussock on it.",
yellow tussock,"Apr 17, 1926",Evening Post,,15,,"The dull murmur of the breakers was plainly audible here, although the sea was separated from us by a long low ridge clothed in manuka scrub and yellow tussock grass.",
yellow tussock,1891,TrNZI,,23/195,,"... Burnt Hill, standing alone like an island surrounded by an endless sea of yellow tussock (<i>Poa australis</i>)..",
yellow tussock,1940,Te Waimate,STUDHOLME,246,1954,There was a fair area of yellow tussock on the northern end of the run ... Blue tussock was not plentiful except on some of the spurs running down to the Waihao ...,
yellow union,"Aug 18, 1913",NZ Observer,,3,,"""Scabbery"" and ""the yellow union"" are among the terms which are used concerning it [sc. the Federation].",
yellow weed,1926,Weeds of New Zealand,HILGENDORF,90,1967,"WILD TURNIP (<i> Sinapsis arvensis</i>) [1967, no species given] is also commonly called charlock and yellow weed, and even wild mustard. It is exceedingly common on rich agricultural lands, at any rate in Canterbury and Otago, where masses of it often rival gorse in brilliancy.",
yellow weed,1969,Standard Common Names for Weeds,,89,,<i> yellow weed [=] galinsoga: wild turnip [s] </i>,
yellow weever,1982,Collins Guide,AYLING,268,1984,<i>YELLOW WEEVER</i> (Yellow cod) <i>Parapercis gilliesi</i> ... Like the blue cod the yellow weever is a temperate water representative of a widespread tropical fish family and although sometimes called the yellow cod it is not related to the true cods (Gadidae) or the morid cods (Moridae). ... Colour varies from cream to yellow ... Like the blue cod it is restricted to New Zealand waters.,
yellow-belly,1929,Flora NZ,MARTIN,74,1961,On the stems of forest trees few mosses are more common than the YELLOW-BELLY<i> Hypnum cupressiforme</i> var. <i> chrysogaster ... </i>,
yellow-breasted tit,1917,Dictionary of the Maori Language,WILLIAMS,155,,"<i>Komiromiro = miromiro</i>, n.<i> Petroeca toitoi, white-breasted tit. </i>",
yellow-breasted tit,1957,Dictionary of the Maori Language,WILLIAMS,132,,"<i>Komiromiro ... petroica toitoi, pied tit</i>, also <i>P. macrocephala, yellow-breasted tit. </i>",
yellow-breasted tit,1957,Dictionary of the Maori Language,WILLIAMS,132,,"<i>Tit Petroica macrocephala</i> (GMELIN, 1789) ... OTHER NAMES: <i>Ngiru-ngiru, piropiro, South Island tit, Maui-potiki, North Island tit or tomtit, white-breasted tit or tomtit, Snares tit, Snares Island robin. </i>",
yellow-breasted tit,1872,Appendix Proc. Otago Prov. Council,,39,,"(Black Stewart Island) The following is a list of the birds shot ... <i>Anthornis melanura</i>, bell bird or mocker;<i> Petroica albifrons</i>, wood robin; <i>Petroica macrocephala,</i> yellow-breasted tit; <i>Rhipidura flabellifera</i>, pied fantail;",
yellow-breasted tit,1874,TrNZI,,6/144,,"PETROICA MACROCEPHALA, <i>Gml. Yellow-breasted Tit. </i>",(Potts)
yellow-breasted tit,1871,Birds of Australia,HUTTON,11,,28. PETROICA MACROCEPHALA. Gml. Yellow-breasted Tit. <i>Ibid.</i> 12 29. PETROICA DIEFFENBACHII. Gray. Yellow-breasted Tit. Ngirungiru.,
yellow-breasted tit,1873,Birds of New Zealand,BULLER;,126,,"MYIOMOIRA MACROCEPHALA. (YELLOW-BREASTED TIT .) <i>Native names</i>. Miromiro, Komiromiro, Ngirungiru. ... [40] Its note in the early morning is like the Maori syllables <i>ngi-i-ru, ngiru-ngiru</i>, from which it derives its name, the first syllable being rather prolonged.",
yellow-breasted tit,Nov 1884,NZ Journal of Science & Technology,,286,,"28. <i>Petroeca macrocephala,</i> Gml. Yellow-breasted Tit or Robin, Miro-miro, Ngoru-ngoru [sic]. -->in 1888 edn renamed SOUTH-ISLAND TOMTIT",(T.H. Potts)
yellow-breasted tit,1922,NZ Journal of Science & Technology,,4/277,,Probably the almost complete disappearance of the yellow-breasted tit (<i>Petroeca macrocephala</i>) from the immediate neighbourhood of the city is due to the same cause.,"(Bathgate, Otago)"
yellow-breasted tit,1936,NZ Naturalist,GUTHRIE-SMITH,100,,"It was a delight once again to see New Zealand forest unspoiled. Birds noted were Weka, Bellbird, Tui, Red-fronted Parakeet, ... Grey Warbler and Yellow-breasted Tit.",
yellow-breasted tit,1952,Chatham Islands,RICHARDS,71,,<i>Pretroeca</i> [?Petroeca] ...<i> macrocephala</i> ... Found in New Zealand and the Auckland Islands also. Yellow-breasted Tit. NGIRU-NGIRU.,
yellow-breasted tit,1957,Dictionary of the Maori Language,WILLIAMS,132,,"<i>Komiromiro ... petroica toitoi, pied tit,</i> also <i>P. macrocephala, yellow-breasted tit.</i>",
yellow-breasted tit,1970,Annotated Checklist of Birds of NZ,,68,1980,"<i>257. b. Petroica macrocephala macrocephala</i> (Gmelin, 1789) <i>Yellow-breasted Tit (Ngiru-ngiru) </i>... South Island ...",
yellow-breasted tit,1985,Reader's Digest Book of NZ Birds,,284,,"<i>Tit Petroica macrocephala</i> (GMELIN, 1789) ... Yellow-breasted Tit P.m. macrocephala </i>(GMELIN, 1789)..",
yellow-button,"Jan 1, 2004",Dominion Post,,C2,,"A marker duly shows you the way down to a boardwalk on your right, which leads off to flats of sedges, glasswort and yellow button.",
yellow-button,1899,Students' Flora,KIRK,,,(And) <i> Cotula coronopifolia</i> yellow-button,
yellow-button,1907,Plants of NZ,LAING & BLACKWELL,434,1940 p. 470,"<i> Cotula coronopifolia (The Coronopus-leaved Cotula)</i> ... English name <i> Yellow-button</i>. (The English Coronopus is the Wart-Cress. The name is originally from the Greek, meaning <i> raven-footed</i>).",
yellow-button,1952,Chatham Islands,RICHARDS,47,,<i> Cotula ... coronopifolia</i> ... Yellow Buttons. are placed preparatory to being pressed.,
yellow-button,1966,"Encyclopaedia of New Zealand, An",McINTOSH,3/479,,... and the yellow-button (<i> Cotula coronopifolia</i>),
yellow-button,1969,Standard Common Names for Weeds,,89,,<i> yellow buttons [=] bachelor's button [s] </i>,
yellow-crowned parakeet,"Nov 25, 1908",Otago Witness,,86,,"We have a yellow-head parakeet, which we have had for about seven years.",
yellow-crowned parakeet,"Dec 17, 2001",Evening Post,,17,,"The islands are home to some special species of native birds - yellow-crowned parakeet, bush robin, bellbirds and more king shags.",
yellow-crowned parakeet,1966,Birds of New Zealand,FALLA et al.,175,,YELLOW-CROWNED PARAKEET <i>Cyanoramphus auriceps Maori name:</i> Kakariki.,
yellow-crowned parakeet,1970,Annotated Checklist of Birds of NZ,,59,1980,"<i>222.a. Cyanoramphus auriceps auriceps</i> (Kuhl,1820) <i>Yellow-crowned Parakeet</i>",
yellow-crowned parakeet,1985,Reader's Digest Book of NZ Birds,,251,,"<i>Yellow-crowned Parakeet Cyanoramphus auriceps</i> (KUHL, 1820) ... <i>Chatham Island Yellow-crowned Parakeet C.a.forbesi</i> ROTHSCHILD, 1893. OTHER NAMES: <i>Kakariki, Forbes' parakeet.</i>",
yellow-crowned parakeet,May 2004,Footnotes,,No. 21/6,,...26 yellow-crowned kakariki from the Chetwode Islands and 80 flax weevils from Maud Islands arrived in May.,
yellow-crowned parakeet,Aug 2001,NZ Geographic,,No. 52/14,,DNA analysis found genetic differences between yellow-crowned and orange-fronted parakeets to be considerable and consistent.,
yellow-crowned parakeet,2001,Which New Zealand Bird?,Crowe,14,,Yellow-crowned parakeets are most common in South Island beech forests.,
yellow-crowned parakeet,May 2001,NZ Geographic,,51/10,,"Doubts about the species' taxonomic status continued to be expressed throughout the 20th century, with various experts suggesting the orange-fronted was merely a colour variant of the yellow-crowned parakeet.",
yellow-crowned parakeet,"Jan 28, 2003",Dominion Post,,B5,,[Caption] Doreen Douglas.. looks at a nesting box destined for the eventual possible release of yellow crowned parakeets.,
yellow-crowned penguin,1873,Birds of New Zealand,BULLER,346,1888 2nd edn2/294,EUDYPTES ANTIPODUM. (YELLOW-CROWNED PENGUIN.),
yellow-crowned penguin,1897,TrNZI,,29/203,,"<i>Eudyptes antipodum</i>, Homb. and Jacq. (Yellow-crowned Penguin.)",
yellow-crowned penguin,1930,Yesterdays in Maoriland,REISCHEK,270,1933,"While here I noticed the yellow-crowned penguin (<i>Eudyptes antipodum</i>), a rare species seldom seen by collectors.",
yellow-eye,"Apr 3, 1988",Dominion Sunday Times,,19,,"If we had not become aware of their plight, we would not have yellow-eyes on the mainland now. ... The yellow-eyes have a problem with chicks .",
yellow-eyed mullet,"Sep 12, 1998",Dominion,,2,,"Black cardinalfish, frostfish, ghost shark, ribaldo, rubyfish, sea perch, trumpeter, white warehou and yellow-eyed mullet have now been included... Other reductions to catch limits are to specific stocks of grey mullet, barracouta and oreo dory.",
yellow-eyed mullet,"Jan 22, 2000",Listener (New Zealand Listener),23,,,"A dark moving ripple which revealed a flock - the wrong word, I know, but it seems so correct - of yellow-eyed mullets, which like the pied shag were making their debut.",
yellow-eyed mullet,"Oct 30, 2004",Listener (New Zealand Listener),,37,,Yellow eyed mullet from the Avon.,
yellow-eyed mullet,1987,Fishes: A Bibliography,PAUL et al.,,,"[index to common names 283-293] mullet, yelloweye(d) 1635-50",
yellow-eyed mullet,1982,Collins Guide,AYLING,250,1984,<i>YELLOW-EYED MULLET Aldrichetta forsteri </i>,
yellow-eyed penguin,"Apr 14, 1920",Grey River Argus,,6,,A variety which breeds exclusively on the New Zealand coast and its adjacent islands is the Yellow-eyed Penguin.,
yellow-eyed penguin,"Sep 30, 2000",Listener (New Zealand Listener),,47,,"Lines of small waves crease the shore, and a platoon of yellow-eyed penguins breaks from the water, rising onto their feet and waddling, as only penguins can do, to the edge of the bush, where they will spend the night.",
yellow-eyed penguin,1914,Mutton Birds & Other Birds,GUTHRIE-SMITH,59,,"Certainly two species,- the Yellow-eyed and the Blue Penguin, locally known as Rock Hopper, breed on Stewart Island, and I believe near Pegasus there is also one colony of the Tufted Penguin.",
yellow-eyed penguin,1923,NZ Journal of Science & Technology,,6/74,,<i>Megadyptes antipodes Hombr. & Jacq. Yellow-crowned Penguin; Yellow-eyed Penguin. </i>,Myers Endemic Birds
yellow-eyed penguin,1966,Birds of New Zealand,FALLA et al.,20,,YELLOW-EYED PENGUIN <i>Megadyptes antipodes Maori name:</i> Hoiho.,
yellow-eyed penguin,1966,Two in the Bush,DURRELL,56,,Next we drove to a place [on the Otago peninsula] that ... was one of the favourite breeding grounds for the Yellow-Eyed Penguin ... Yellow-Eyes like to nest inland ...,
yellow-eyed penguin,1967,"Animals of NZ, The",NATUSCH,252,,The crested (<i>Eudyptes pachyrhynchus</i>) and yellow-eyed (<i>Megadyptes antipodes</i> ... ) penguins breed on the South and Stewart Islands.,
yellow-eyed penguin,1970,Annotated Checklist of Birds of NZ,,16,1980,"<i>6. Megadyptes antipodes</i> (Hombren and Jacquinot, 1841) <i>Yellow-eyed Penguin</i>The yellow-eyed penguin, New Zealand's largest mainland variety, with yellow eyes and yellow band around the head [Maori hoiho[i-macron]].",
yellow-eyed penguin,1985,Reader's Digest Book of NZ Birds,,42,,"<i>Yellow-eyed Penguin Megadyptes antipodes</i> (HOMBRON & JACQUINOT, 1841) ... OTHER NAME: <i>Takaraka. </i>",
yellow-eyed penguin,"Apr 3, 1988",Dominion Sunday Times,,19,,"For the yellow-eyed penguin, which exists only in New Zealand territories, [the problem of survival] is acute.",
yellow-eyed penguin,Jun 1988,Pacific Way,,48,,"It is possible to proceed ..., but beware of the native tree nettle, ongaonga! Here [at Nugget Point, South Otago] is the habitat of the world's rarest penguin: the yellow-eyed penguin. Yellow-Eyes like to nest inland ... .",
yellow-eyed penguin,1917,Dictionary of the Maori Language,WILLIAMS,66,,"<i>Hoiho, Megadyptes antipodum, yellow-eyed penguin</i>. [so 1957/56]",
yellow-eyed penguin,1923,NZ Journal of Science & Technology,,6/74,,<i>Megadyptes antipodes Hombr. & Jacq. Yellow-crowned Penguin; Yellow-eyed Penguin. </i>,Myers Endemic Birds
yellow-eyed penguin,Jan 2004,NZ Geographic,,No. 67/82,,"...this spring, I once again travelled between the southern Catlins and Moeraki, watching yellow-eyed penguins - or yeps as they are acronymically called - at every opportunity... ""Yellow-eyeds are contagious,"" Nancy Gee, a retired nurse and wildlife ranger told me in Curio Bay.",
yellow-eyed penguin,Sep 2002,NZ Geographic,,No. 59/60,,Yellow-eyed penguins raise a maximum of two offspring per breeding season.,
yellow-fronted parakeet,1873,Birds of New Zealand,BULLER,62,1888 2nd edn 1/142,"PLATYCERCUS AURICEPS. (YELLOW-FRONTED PARRAKEET.) ... <i>Native names</i>. Kakariki, Kakawariki, Powhaitere, Porere, and Torete ...[59] The Red-fronted Parrakeet is very generally dispersed over the whole country - but is more plentiful in the southern portion of the North Island than in the far north, where the yellow-fronted species predominates.",
yellow-fronted parakeet,1923,NZ Journal of Science & Technology,,6/86,,"<i>Cyanorhamphus auriceps Kuhl. Yellow-fronted Parrakeet. Philpott's (1919) notes regarding the red-fronted species apply equally to this, as also do the writer's, although in the North Island the former is certainly the commoner. </i>",Myers Endemic Birds
yellow-fronted parakeet,1940,Rakiura,HOWARD,323,,"[Stewart Island birds include] the fern-bird (<i>Bowdleria fulva</i>),.. Yellow-fronted parakeet (<i>Cyanorhampus auriceps</i>), Red-headed parrakeet (<i>Cyanorhampus novae zealandiae</i>), .. and in the second class: Weka (<i>Ocydromus</i>) .. and Kiwi (<i>Apteryx</i>).",
yellow-fronted parakeet,1940,Rakiura,HOWARD,323,,"[Stewart Island birds include] the fern-bird (<i>Bowdleria fulva</i>),.. Yellow-fronted parakeet (<i>Cyanorhampus auriceps</i>), Red-headed parrakeet (<i>Cyanorhampus novae zealandiae</i>), .. and in the second class: Weka (<i>Ocydromus</i>) .. and Kiwi (<i>Apteryx</i>).",
yellow-fronted parakeet,Jul 1885,NZ Journal of Science,,480,,"Platycercus auriceps, Kuhl. Yellow-fronted Parroquet, Kakariki.",(T.H.Potts)
yellow-fronted parakeet,May 2001,NZ Geographic,,51/10,,"The name [orange-fronted] was later discounted by Finsch, who deemed De Souance's specimen to be merely a yellow-fronted parakeet, <i>Platycercus auriceps</i>.",
yellow-hammer,1920,"Story of a NZ River, The",MANDER,,1974,".. along the beach to a little wooded dell, a fern-bowered spot, beloved of yellow-hammers and moreporks and tuis, and enlivened by the cheerfullest of streams ..",
yellow-hammer,1971,Ten Thousand Dogs,NEWTON,169,,"(Glossary) Yellow-hammer: A dog with a black back but a yellow (or tan) head, neck, and legs.",
yellow-headed tit,1930,Yesterdays in Maoriland,REISCHEK,275,1933,"The birds I noticed were the bell-bird, the blight-bird, the yellow-headed tit, the ground lark, the little parakeet, the banded dotterel, and the native snipe.",
yellow-leaf,1921,NZ Journal of Science & Technology,,IV/34,,"Compared with the difficulties confronting other types of fibre, New Zealand flax was in a favourable position, but it was necessary to obtain immunity from the yellow-leaf disease.",
yellow-leaf,1923,NZ Journal of Science & Technology,,VI/7,,"[The New Zealand flax industry] is depressed at present, and a disease, known as `yellow leaf', for which no effective remedy has yet been found, threatens it with extinction.",Henderson
yellow-leaf,"Aug 28, 1919",Evening Post,,7,,"He has now come to the conclusion (in an article in the Journal of Agriculture ..) that the disease is infectious, probably due to fungoid or bacterial attack, also that the yellow-leaf disease is favoured by stagnant water.",
yellow-leaf,"Mar 17, 1931",Evening Post,,8,,"It has been necessary, therefore, to cease investigations into the main lines that previously were being dealt with, viz., breeding and selection of suitable varieties, control of yellow-leaf, and chemical investigations on processing of fibre.",
yellow-prickled lawyer,1919,NZ Plants,COCKAYNE,,2nd,<i> Rubus cissoides </i> yellow-prickled lawyer,AND
yellow-topped parakeet,1897,TrNZI,,29/189,,"<i>Platycercus auriceps</i>, Kuhl. (Yellow-topped Parrakeet.) I have described elsewhere the beautiful yellow Parrakeet in the Colonial Museum",(Buller)
yellow-wattled crow,1889,TrNZI,,21/217,,<i>Glaucopis cinerea</i> (Yellow-wattled Crow).,
