Head Word,HomonymNumber,WordClass,SenseNumber,Definition,Origin,Register,Register2,Domain,Flag,Region,See,Pronunciation,Notes
Vim suburb,,noun,,,[none],,,[none],,[none],,,
vin blink,,noun,,French white wine cf PLONK,[none],,,[none],,[none],,,-->1961 Partidge Dict. Slang 1916-18 New Zealanders
vin rouge,,noun,,,[none],,,[none],,[none],,,WW1
vinisphere,,noun,,,,,,[none],,[none],,,
violet,,noun,,,,,,[none],,[none],,,
violet cod,,noun,,"<i>Antimora rostrata,</i> fam Moridae, a small deepwater morid cod.",[none],,,[none],,[none],,,
violet,,noun,2,,,,,[none],,[none],,,
violet,,noun,2,,[none],,,[none],,[none],,,"native violet, aka New Zealand violet, mountain violet"
violet,,noun,2,<i>Viola filicaulis </i>,,,,[none],,[none],,,
violet,,noun,2,<i>Viola Lyallii</i>,,,,[none],,[none],,,
viper's bugloss,,noun,,"also (mistakenly and locally) called blue borage, a weed with blue flowers found along roadsides, in riverbeds and other dry places. =BLUE WEED, =BLUE BORAGE",[none],,,[none],,[none],,,
viperfish,,noun,,,[none],,,[none],,[none],,,
virgin bush,,noun,,,[none],,,[none],,[none],,,
virgin paua,,noun,,<i>Haliotis virginea</i>,[none],,,[none],,[none],,,
virgin's bower,,noun,,<i>Clematis</i>,[none],,,[none],,[none],,,
Virginian,,noun,,deer,,,,[none],,[none],,,
Virginian quail,,noun,,,[none],,,[none],,[none],,,
Virginian whitetail,,noun,,a deer,[none],,,[none],,[none],,,
visiting teacher,,noun,,,[none],,,[none],,[none],,,teacher who deals with `problem' children by visits to their homes; incl attrib in 'Visiting Teacher Service'
visitor from Hawke's Bay,,phrase,,a photographer's codeword for unknown or unnamed people in photographs,[none],,,[none],,[none],,,
visitor shelter,,noun,,,[none],,,[none],,[none],,,
Visor,,noun,,a type of wood-burning stove.,[none],,,[none],,[none],,,"Jim writes: Proprietary. So-called from the shape, resembling a knight's visor. Common in houses built or renovated during the 70s and still occasionally mentioned in house ads. This sense is not in any dictionary I have seen."
visual symphony,,noun,,popularised by Lynn of Tawa,[none],,,[none],,[none],,,
voc,,noun,,,[none],,,[none],,[none],,,1981 Feb Avondale College (Auckland) Slang Words in Use (Goldie Brown Collection) voc or vok: thickhead
voddie,,noun,,vodka,,,,[none],,[none],,,
vog,,noun,,volcanic fog,,,,[none],,[none],,,
Vogel's train,,noun,,the South Island Main Trunk from ChCh to Dunedin (perhaps a Mackay family usage),[none],,,[none],,[none],,,
Vogelism,,noun,,,,,,[none],,[none],,,
voice,,noun,,[huntaway sheepdogs] barking power.,[none],,,[none],Farm Words,[none],,,
voice-picking,,noun,,,[none],,,[none],,[none],,,
volcanic land,,noun,,,[none],,,[none],,[none],,,(farmers': North Island)
volcanic plateau,,noun,,the central North Island region,[none],,,[none],,[none],,,
volcanic plateau short-tailed bat,,noun,,,[none],,,[none],,[none],,,
